	C6H12O3	C8H8O2	C9H10O2	C8H8O3	C8H16O3	C7H14O4	C8H6O4	C9H10O3	C8H8O4	C8H12O4	C9H16O3	C8H15O3N	C8H14O4	C9H18O3	C10H9O2N	C7H12O5	C8H16O4	C9H8O4	C10H12O3	C9H10O4	C10H16O3	C10H18O3	C9H17O3N	C8H12O5	C9H16O4	C10H20O3	C10H7O3N	C11H11O2N	C8H14O5	C9H18O4	C7H13O3NS	C10H10O4	C7H14O4S	C11H14O3	C9H8O5	C10H12O4	C10H14O4	C9H13O4N	C9H12O5	C10H16O4	C11H20O3	C9H14O5	C10H18O4	C11H22O3	C8H13O5N	C9H17O4N	C9H16O5	C10H20O4	C11H11O3N	C7H10O7	C11H13O3N	C7H12O5S	C8H16O4S	C6H10O4S2	C10H10O5	C11H14O4	C6H12O4S2	C10H12O5	C12H20O3	C9H10O6	C10H14O5	C11H18O4	C12H22O3	C9H12O6	C10H16O5	C11H20O4	C12H24O3	C7H7O5NS	C9H15O5N	C10H18O5	C11H22O4	C9H16O4S	C8H15O4NS	C8H14O5S	C12H14O4	C7H13O3NS2	C7H12O4S2	C11H12O5	C12H16O4	C10H11O5N	C10H10O6	C11H14O5	C12H18O4	C10H12O6	C12H20O4	C14H28O2	C10H14O6	C11H18O5	C12H22O4	C8H9O5NS	C10H17O5N	C10H16O4S	C10H16O6	C11H20O5	C12H24O4	C10H18O6	C11H22O5	C8H13O5NS	C9H17O4NS	C12H12O5	C9H16O5S	C11H11O5N	C12H15O4N	C8H14O4S2	C11H10O6	C12H14O5	C13H18O4	C7H13O4NS2	C11H13O5N	C12H17O4N	C7H12O5S2	C11H12O6	C12H16O5	C13H20O4	C7H14O5S2	C11H14O6	C12H18O5	C11H18O4N2	C13H22O4	C14H26O3	C15H30O2	C10H12O5S	C11H16O6	C12H20O5	C13H24O4	C14H28O3	C9H10O6S	C10H14O5S	C11H18O6	C12H22O5	C11H20O6	C12H24O5	C9H15O5NS	C10H18O5S	C12H13O5N	C8H12O7S	C12H12O6	C13H16O5	C14H20O4	C12H15O5N	C12H14O6	C13H18O5	C12H18O4N2	C14H22O4	C16H30O2	C12H17O5N	C11H12O7	C12H16O6	C13H20O5	C14H24O4	C16H32O2	C11H14O5S	C12H18O6	C13H22O5	C14H26O4	C10H12O6S	C12H20O6	C13H24O5	C14H28O4	C11H19O6N	C9H10O7S	C12H22O6	C14H16O5	C15H20O4	C13H15O5N	C14H18O5	C12H26O4S	C13H16O6	C14H20O5	C15H24O4	C16H28O3	C17H32O2	C12H14O7	C13H18O6	C14H22O5	C16H30O3	C12H16O7	C14H24O5	C15H28O4	C16H32O3	C13H22O6	C14H26O5	C14H14O6	C17H26O3	C13H12O7	C11H20O6S	C15H20O5	C18H32O2	C13H15O6N	C13H14O7	C14H18O6	C15H22O5	C18H34O2	C13H16O7	C14H20O6	C15H24O5	C16H28O4	C18H36O2	C12H14O8	C13H18O5S	C13H18O7	C14H22O6	C15H26O5	C16H30O4	C14H24O6	C15H28O5	C16H32O4	C13H22O5S	C14H26O6	C13H24O5S	C9H10O7S2	C15H18O6	C17H26O4	C14H30O4S	C18H30O3	C14H17O6N	C13H12O8	C14H16O7	C15H20O6	C18H32O3	C13H14O8	C14H18O7	C15H22O6	C16H26O5	C18H34O3	C14H20O5S	C14H20O7	C15H24O6	C16H28O5	C17H32O4	C18H36O3	C12H14O7S	C16H14O6	C17H18O5	C14H22O7	C16H30O5	C13H20O6S	C14H24O5S	C14H24O7	C15H28O6	C16H32O5	C12H18O7S	C13H22O6S	C14H26O5S	C14H26O7	C14H12O8	C15H16O7	C12H20O7S	C16H20O6	C13H24O6S	C17H24O5	C18H28O4	C14H14O8	C15H18O7	C12H22O7S	C16H22O6	C17H26O5	C14H30O5S	C18H30O4	C10H17O6NS2	C14H17O7N	C14H16O8	C15H20O7	C16H24O6	C17H28O3S	C17H28O5	C18H32O4	C13H14O9	C14H18O8	C15H22O5S	C15H22O7	C17H30O5	C18H34O4	C14H20O6S	C16H28O6	C17H32O5	C18H36O4	C13H23O6N3	C13H18O7S	C17H18O6	C14H22O6S	C15H26O7	C16H30O6	C13H20O7S	C16H32O6	C15H15O7N	C15H14O8	C16H18O7	C13H22O7S	C14H26O6S	C18H26O5	C15H17O7N	C14H12O9	C15H16O8	C16H20O7	C13H24O7S	C17H24O6	C18H28O5	C19H32O4	C10H15O7NS2	C15H19O7N	C16H23O6N	C14H14O9	C15H18O8	C16H22O7	C17H26O6	C18H30O3S	C18H30O5	C19H34O4	C15H21O7N	C14H16O9	C15H20O8	C16H24O5S	C16H24O7	C18H32O5	C19H36O4	C13H14O8S	C16H26O7	C17H30O6	C18H34O5	C13H17O7NS	C17H17O6N	C15H29O5N3	C16H12O8	C13H16O8S	C17H16O7	C18H20O6	C16H28O7	C18H36O5	C16H14O8	C17H18O7	C14H22O7S	C18H22O6	C19H26O5	C16H30O7	C16H17O7N	C16H16O8	C17H20O7	C18H24O6	C15H28O6S	C19H28O5	C16H32O7	C16H19O7N	C17H23O6N	C11H18O6N2S2	C15H14O9	C16H18O8	C17H22O7	C14H26O7S	C18H26O6	C19H30O5	C20H34O4	C11H17O7NS2	C15H17O8N	C16H21O7N	C18H29O5N	C15H16O9	C16H20O8	C17H24O7	C18H28O6	C19H32O3S	C19H32O5	C20H36O4	C11H19O7NS2	C19H19O5N	C18H31O5N	C15H18O9	C16H22O8	C17H26O7	C18H30O6	C19H34O5	C20H38O4	C18H33O5N	C15H20O7S	C15H20O9	C16H24O6S	C16H24O8	C18H32O4S	C18H32O6	C19H36O5	C18H19O6N	C15H27O6N3	C17H14O8	C14H18O8S	C16H26O6S	C17H30O7	C18H34O4S	C18H34O6	C19H38O5	C18H20O7	C16H28O8	C18H36O6	C22H7OPS	C16H14O9	C17H18O8	C18H22O7	C19H26O6	C20H30O5	C17H35O5P	C18H25O6N	C16H16O9	C17H20O8	C18H24O7	C19H28O6	C17H37O5P	C17H7O8N	C15H14O10	C16H18O9	C17H22O8	C18H26O7	C19H30O6	C16H34O6S	C20H34O5	C20H21O5N	C15H16O10	C16H20O9	C17H24O8	C18H28O7	C19H32O6	C20H36O5	C14H15O8NS	C15H19O7NS	C19H19O6N	C16H23O6NS	C15H23O7N3	C16H27O6N3	C18H31O6N	C15H18O10	C16H22O9	C17H26O8	C18H30O7	C19H34O4S	C19H34O6	C20H38O5	C16H29O6N3	C18H16O8	C16H24O7S	C16H24O9	C17H28O8	C18H32O5S	C18H32O7	C19H36O4S	C19H36O6	C20H40O5	C18H18O8	C19H22O7	C18H34O5S	C18H34O7	C19H38O4S	C23H9OPS	C17H16O9	C18H20O8	C19H24O7	C20H28O6	C18H36O7	C16H14O10	C17H18O9	C18H22O8	C19H26O7	C20H30O6	C17H35O6P	C21H34O5	C22H38O4	C16H17O7NS	C12H20O7N2S2	C16H16O10	C17H20O9	C18H24O8	C19H28O7	C17H37O6P	C16H18O10	C17H22O9	C18H26O8	C19H30O7	C15H17O8NS	C20H21O6N	C16H25O7N3	C16H20O10	C17H24O9	C18H28O6S	C18H28O8	C19H32O7	C20H36O6	C15H19O8NS	C16H23O7NS	C17H31O6N3	C19H18O8	C16H22O10	C17H26O7S	C18H30O6S	C18H30O8	C19H34O5S	C19H34O7	C20H38O6	C18H16O9	C15H20O9S	C19H20O8	C20H24O7	C18H32O6S	C18H32O8	C19H36O5S	C19H36O7	C20H40O6	C18H18O9	C15H22O9S	C19H22O8	C20H26O7	C18H34O6S	C18H37O7N	C17H16O10	C19H24O8	C21H32O6	C18H36O6S	C22H36O5	C17H18O10	C18H22O9	C19H26O8	C20H30O7	C21H34O6	C22H38O5	C16H16O11	C17H20O10	C18H24O9	C19H28O8	C20H32O7	C21H36O6	C22H40O5	C16H18O11	C20H18O8	C17H22O10	C18H26O9	C19H30O8	C20H34O7	C21H38O6	C20H20O8	C18H28O9	C19H32O8	C20H36O5S	C20H36O7	C21H40O6	C19H19O8N	C20H22O8	C18H30O7S	C19H34O6S	C19H34O8	C20H38O5S	C20H38O7	C19H20O9	C20H24O8	C18H32O7S	C19H36O6S	C20H40O7	C20H27O7N	C18H35O8N	C18H18O10	C19H22O9	C31H22	C21H30O7	C18H34O7S	C22H34O6	C18H37O8N	C17H16O9S	C18H20O10	C19H24O9	C21H32O7	C22H36O6	C20H31O7N	C17H18O11	C18H22O10	C19H26O9	C21H34O7	C18H38O7S	C22H38O6	C17H20O11	C18H24O10	C20H32O8	C22H40O6	C22H43O5N	C17H22O11	C20H34O8	C21H38O7	C22H42O6	C20H21O8N	C19H16O10	C21H24O8	C22H28O7	C20H36O6S	C20H36O8	C24H36O5	C21H40O7	C22H44O6	C20H22O9	C21H26O8	C18H30O8S	C22H30O7	C19H20O10	C20H24O9	C31H20O	C21H28O8	C18H32O8S	C22H32O7	C23H36O6	C18H18O11	C19H22O10	C31H22O	C18H34O8S	C22H34O7	C23H38O6	C18H20O11	C20H29O7P	C31H24O	C22H36O7	C20H31O7P	C21H34O8	C18H38O8S	C22H38O7	C21H20O9	C18H24O11	C22H40O7	C20H18O10	C21H22O9	C22H26O8	C24H34O6	C21H38O6S	C21H38O8	C20H20O10	C21H24O9	C22H28O8	C20H22O10	C21H26O9	C22H30O8	C19H20O11	C20H24O10	C21H28O9	C22H32O8	C23H36O7	C24H40O6	C18H18O10S	C19H22O11	C21H30O9	C22H34O8	C23H38O7	C24H42O6	C19H24O11	C21H32O9	C18H36O9S	C22H36O8	C18H38O9S	C22H38O8	C22H25O8N	C21H20O10	C19H28O9S	C23H28O8	C22H40O8	C22H43O5NS	C20H18O11	C21H38O7S	C21H24O10	C25H40O6	C20H22O11	C22H30O9	C24H38O7	C25H42O6	C21H28O10	C22H32O9	C23H36O8	C24H40O7	C21H30O10	C23H38O8	C24H42O7	C18H20O11S	C22H36O9	C24H44O7	C22H22O10	C23H26O9	C24H30O8	C22H38O9	C21H20O11	C18H24O11S	C23H28O9	C21H36O8S	C23H44O8	C20H26O6N4S	C25H38O7	C21H24O11	C24H36O8	C25H40O7	C21H26O11	C22H30O10	C25H42O7	C26H32O7	C23H36O9	C21H32O11	C25H32O8	C23H40O9	C22H22O11	C27H44O6	C20H26O7N4S	C26H42O7	C24H36O9	C25H40O8	C25H42O8	C26H32O8	C24H42O9	C26H36O8	C27H42O7	C27H44O7	C27H46O7	C25H29O7N3	C21H26O11S	C30H46O5	C26H32O9	C30H48O5	C24H42O10	C27H40O8	C24H44O10	C27H42O8	C28H46O7	C29H50O6	C26H40O9	C27H44O8	C26H31O7N3	C27H46O8	C30H46O6	C24H40O11	C27H52O8	C26H34O10	C27H40O9	C30H52O6	C28H46O8	C26H29O8N3	C27H44O9	C27H46O9	C28H36O9	C27H52O9	C29H46O8	C27H29O8N3	C30H52O7	C28H46O9	C26H29O9N3	C28H36O10	C31H50O7	C29H46O9	C30H50O8	C28H46O10	C29H38O10	C30H48O9	C31H52O8	C30H50O9	C31H54O8	C30H54O9	C30H40O10	C27H32O13	C27H50O12	C31H50O9	C31H52O9	C30H54O10	C26H28O15	C32H52O9	C31H50O10	C32H54O9	C31H54O10	C34H68O7	C31H58O10	C32H62O9	C27H30O15	C32H50O10	C32H52O10	C33H56O9	C32H54O10	C34H68O8	C33H54O10	C33H56O10	C34H66O9	C34H68O9	C35H42O10	C33H54O11	C36H66O8	C33H56O11	C36H68O8	C36H70O8	C36H72O8	C34H66O10	C34H68O10	C35H42O11	C36H64O9	C36H66O9	C36H68O9	C36H70O9	C36H72O9	C39H58O8	C36H64O10	C36H66O10	C36H68O10	C36H70O10	C36H72O10	C39H56O9	C36H66O11	C36H68O11	C37H64O11	C38H70O11	C44H68O12
C6H12O3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8H8O2	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9H10O2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8H8O3	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8H16O3	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
